DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV
406.355,320.55,286.679,250.097,774.393,2555.669,3006.358,1518.928,820.16,864.279,895.791,688.216,397.065,504.194,443.393,439.774,954.546,3637.341,3240.422,1520.177,1048.623,845.574,851.935,588.949,411.29,347.613,294.393,279.961,503.464,2326.349,3233.803,1184.352,531.213,333.8,350.899,265.167,244.032,204.194,219.286,229.21,643.303,2388.149,5924.149,2471.089,1115.437,928.667,1092.313,675.8,431.097,343.317,307.792,273.077,325.118,3622.656,4019.529,1837.481,1040.338,664.22,533.793,582.907
397.454,504.194,443.393,439.774,954.546,3637.341,3240.422,1520.177,1048.623,845.574,851.935,588.949,411.29,347.613,294.479,279.961,503.464,2326.349,3233.803,1184.352,531.213,333.8,350.899,265.167,244.032,204.194,219.207,229.21,643.303,2388.149,5924.149,2471.089,1115.437,928.667,1092.313,675.8,431.097,343.317,307.792,273.077,325.118,3622.656,4019.529,1837.481,1040.338,664.22,533.793,582.907,347.537,320.214,278.245,245.328,414.279,2351.644,4461.984,1792.401,743.189,712.765,574.748,478.518
395.637,347.613,294.479,279.961,503.464,2326.349,3233.803,1184.352,531.213,333.8,350.899,265.167,244.032,204.194,219.286,229.21,643.303,2388.149,5924.149,2471.089,1115.437,928.667,1092.313,675.8,431.097,343.317,307.592,273.077,325.118,3622.656,4019.529,1837.481,1040.338,664.22,533.793,582.907,347.537,320.214,278.245,245.328,414.279,2351.644,4461.984,1792.401,743.189,712.765,574.748,478.518,292.87,325.045,268.294,267.527,730.815,2268.807,2440.116,979.972,510.199,600.598,933.954,468.351
359.466,204.194,219.286,229.21,643.303,2388.149,5924.149,2471.089,1115.437,928.667,1092.313,675.8,431.097,343.317,307.792,273.077,325.118,3622.656,4019.529,1837.481,1040.338,664.22,533.793,582.907,347.537,320.214,281.832,245.328,414.279,2351.644,4461.984,1792.401,743.189,712.765,574.748,478.518,292.87,325.045,268.294,267.527,730.815,2268.807,2440.116,979.972,510.199,600.598,933.954,468.351,406.771,243.938,209.174,171.731,277.214,3223.038,4374.593,2442.355,1272.101,1142.099,924.692,548.341
406.389,343.317,307.792,273.077,325.118,3622.656,4019.529,1837.481,1040.338,664.22,533.793,582.907,347.537,320.214,278.245,245.328,414.279,2351.644,4461.984,1792.401,743.189,712.765,574.748,478.518,292.87,325.045,268.074,267.527,730.815,2268.807,2440.116,979.972,510.199,600.598,933.954,468.351,406.771,243.938,209.174,171.731,277.214,3223.038,4374.593,2442.355,1272.101,1142.099,924.692,548.341,427.518,410.805,322.746,293.769,642.769,2529.86,6117.087,2592.493,847.839,475.854,522.735,385.462
397.28,320.214,278.245,245.328,414.279,2351.644,4461.984,1792.401,743.189,712.765,574.748,478.518,292.87,325.045,268.294,267.527,730.815,2268.807,2440.116,979.972,510.199,600.598,933.954,468.351,406.771,243.938,208.521,171.731,277.214,3223.038,4374.593,2442.355,1272.101,1142.099,924.692,548.341,427.518,410.805,322.746,293.769,642.769,2529.86,6117.087,2592.493,847.839,475.854,522.735,385.462,321.241,292.511,266.803,236.747,363.191,3176.928,3355.868,1384.402,743.463,556.129,802.461,448.393
410.738,325.045,268.294,267.527,730.815,2268.807,2440.116,979.972,510.199,600.598,933.954,468.351,406.771,243.938,209.174,171.731,277.214,3223.038,4374.593,2442.355,1272.101,1142.099,924.692,548.341,427.518,410.805,321.688,293.769,642.769,2529.86,6117.087,2592.493,847.839,475.854,522.735,385.462,321.241,292.511,266.803,236.747,363.191,3176.928,3355.868,1384.402,743.463,556.129,802.461,448.393,416.402,363.311,292.603,227.372,495.435,3274.364,2912.218,1166.014,438.601,405.259,1014.875,686.956
406.22,243.938,209.174,171.731,277.214,3223.038,4374.593,2442.355,1272.101,1142.099,924.692,548.341,427.518,410.805,322.746,293.769,642.769,2529.86,6117.087,2592.493,847.839,475.854,522.735,385.462,321.241,292.511,267.976,236.747,363.191,3176.928,3355.868,1384.402,743.463,556.129,802.461,448.393,416.402,363.311,292.603,227.372,495.435,3274.364,2912.218,1166.014,438.601,405.259,1014.875,686.956,478.301,402.596,377.008,516.314,938.033,3631.847,2413.119,957.595,853.247,950.884,1187.379,593.489
416.494,410.805,322.746,293.769,642.769,2529.86,6117.087,2592.493,847.839,475.854,522.735,385.462,321.241,292.511,266.803,236.747,363.191,3176.928,3355.868,1384.402,743.463,556.129,802.461,448.393,416.402,363.311,291.223,227.372,495.435,3274.364,2912.218,1166.014,438.601,405.259,1014.875,686.956,478.301,402.596,377.008,516.314,938.033,3631.847,2413.119,957.595,853.247,950.884,1187.379,593.489,448.784,361.361,370.579,345.777,1520.809,2869.327,2386.812,1557.041,718.206,1086.806,695.867,1011.372
379.248,292.511,266.803,236.747,363.191,3176.928,3355.868,1384.402,743.463,556.129,802.461,448.393,416.402,363.311,292.603,227.372,495.435,3274.364,2912.218,1166.014,438.601,405.259,1014.875,686.956,478.301,402.596,375.781,516.314,938.033,3631.847,2413.119,957.595,853.247,950.884,1187.379,593.489,448.784,361.361,370.579,345.777,1520.809,2869.327,2386.812,1557.041,718.206,1086.806,695.867,1011.372,401.968,364.483,312.051,274.677,568.192,2789.318,3498.064,1148.382,583.144,546.428,818.696,463.361
388.318,363.311,292.603,227.372,495.435,3274.364,2912.218,1166.014,438.601,405.259,1014.875,686.956,478.301,402.596,377.008,516.314,938.033,3631.847,2413.119,957.595,853.247,950.884,1187.379,593.489,448.784,361.361,368.279,345.777,1520.809,2869.327,2386.812,1557.041,718.206,1086.806,695.867,1011.372,401.968,364.483,312.051,274.677,568.192,2789.318,3498.064,1148.382,583.144,546.428,818.696,463.361,339.249,314.31,241.117,196.186,423.431,3672.807,2171.186,1282.745,528.371,398.945,349.583,332.937
432.661,402.596,377.008,516.314,938.033,3631.847,2413.119,957.595,853.247,950.884,1187.379,593.489,448.784,361.361,370.579,345.777,1520.809,2869.327,2386.812,1557.041,718.206,1086.806,695.867,1011.372,401.968,364.483,311.83,274.677,568.192,2789.318,3498.064,1148.382,583.144,546.428,818.696,463.361,339.249,314.31,241.117,196.186,423.431,3672.807,2171.186,1282.745,528.371,398.945,349.583,332.937,286.545,263.02,226.174,193.061,711.68,2779.94,2224.842,1186.766,1455.513,1052.228,921.755,836.063
425.094,361.361,370.579,345.777,1520.809,2869.327,2386.812,1557.041,718.206,1086.806,695.867,1011.372,401.968,364.483,312.051,274.677,568.192,2789.318,3498.064,1148.382,583.144,546.428,818.696,463.361,339.249,314.31,239.65,196.186,423.431,3672.807,2171.186,1282.745,528.371,398.945,349.583,332.937,286.545,263.02,226.174,193.061,711.68,2779.94,2224.842,1186.766,1455.513,1052.228,921.755,836.063,490.63,392.83,324.842,252.38,663.071,3478.719,4119.731,2767.432,1841.167,1103.567,773.175,837.139
415.141,364.483,312.051,274.677,568.192,2789.318,3498.064,1148.382,583.144,546.428,818.696,463.361,339.249,314.31,241.117,196.186,423.431,3672.807,2171.186,1282.745,528.371,398.945,349.583,332.937,286.545,263.02,227.252,193.061,711.68,2779.94,2224.842,1186.766,1455.513,1052.228,921.755,836.063,490.63,392.83,324.842,252.38,663.071,3478.719,4119.731,2767.432,1841.167,1103.567,773.175,837.139,565.736,201.616,175.879,230.203,421.513,3126.106,5591.687,2259.387,1362.242,639.153,636.052,454.967
401.992,314.31,241.117,196.186,423.431,3672.807,2171.186,1282.745,528.371,398.945,349.583,332.937,286.545,263.02,226.174,193.061,711.68,2779.94,2224.842,1186.766,1455.513,1052.228,921.755,836.063,490.63,392.83,331.875,252.38,663.071,3478.719,4119.731,2767.432,1841.167,1103.567,773.175,837.139,565.736,201.616,175.879,230.203,421.513,3126.106,5591.687,2259.387,1362.242,639.153,636.052,454.967,358.816,265.716,252.429,255.065,386.17,2791.294,4113.527,2178.687,760.929,854.54,575.297,278.697
388.62,263.02,226.174,193.061,711.68,2779.94,2224.842,1186.766,1455.513,1052.228,921.755,836.063,490.63,392.83,324.842,252.38,663.071,3478.719,4119.731,2767.432,1841.167,1103.567,773.175,837.139,565.736,201.616,175.228,230.203,421.513,3126.106,5591.687,2259.387,1362.242,639.153,636.052,454.967,358.816,265.716,252.429,255.065,386.17,2791.294,4113.527,2178.687,760.929,854.54,575.297,278.697,344.497,204.148,215.85,266.226,596.83,2075.497,3779.833,3127.984,1515.697,844.74,1378.848,543.15
374.221,392.83,324.842,252.38,663.071,3478.719,4119.731,2767.432,1841.167,1103.567,773.175,837.139,565.736,201.616,175.879,230.203,421.513,3126.106,5591.687,2259.387,1362.242,639.153,636.052,454.967,358.816,265.716,252.286,255.065,386.17,2791.294,4113.527,2178.687,760.929,854.54,575.297,278.697,344.497,204.148,215.85,266.226,596.83,2075.497,3779.833,3127.984,1515.697,844.74,1378.848,543.15,420.452,304.384,264.086,252.842,295.273,1739.452,3052.733,1865.516,1121.684,562.623,449.974,351.79
406.665,201.616,175.879,230.203,421.513,3126.106,5591.687,2259.387,1362.242,639.153,636.052,454.967,358.816,265.716,252.429,255.065,386.17,2791.294,4113.527,2178.687,760.929,854.54,575.297,278.697,344.497,204.148,216.797,266.226,596.83,2075.497,3779.833,3127.984,1515.697,844.74,1378.848,543.15,420.452,304.384,264.086,252.842,295.273,1739.452,3052.733,1865.516,1121.684,562.623,449.974,351.79,191.31,283.939,254.586,242.445,410.147,2796.623,4196.543,3356.994,1869.703,951.257,757.013,528.958
